transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes,month,weekday,year
T5087,U004,2022-10-13,Expense,Traval,1547.0,bank transfer,lucknow,Shopping,10,Thursday,2022
T12258,U123,2023-04-14,Income,Salary,36012.0,CASH,mumbai,Online course,4,Friday,2023
T0119,U057,2021-02-03,Income,Others,40149.0,Bank_Transfer,hyderabad,Coffee,2,Wednesday,2021
T7061,U146,2023-02-09,Expense,Travl,8082.0,Upi,PUN,,2,Thursday,2023
T9221,U034,2023-12-05,Income,Bonus,53078.0,UPI,chennai,Petrol,12,Tuesday,2023
T8115,U037,2024-06-08,Expense,Foodd,3840.0,,JAI,Gym membership,6,Saturday,2024
T10428,U139,2024-11-07,Expense,Educaton,1120.0,upi,JAIPUR,Lunch,11,Thursday,2024
T10341,U068,2023-03-25,Expense,Education,4986.0,upi,LUCKNOW,Electricity bill,3,Saturday,2023
T7864,U132,2023-08-15,Expense,Entertainment,2599.0,Crd,,Uber ride,8,Tuesday,2023
T6042,U129,2022-07-05,Expense,Food,4120.0,UPi,PUNE,Coffee,7,Tuesday,2022
T10393,U137,2022-08-14,Expense,Fod,1350.0,card,HYDERABAD,Grocery shopping,8,Sunday,2022
T6193,U040,2021-08-21,Expense,SAVINGS,3480.0,CASH,CHENNAI,,8,Saturday,2021
T6996,U039,2024-03-24,Expense,Foodd,4026.0,Bank Transfer,kolkata,Train ticket,3,Sunday,2024
T9930,U060,2023-10-27,Expense,Rnt,5175.0,Bank_Transfer,bangalore,test,10,Friday,2023
T2262,U020,2021-03-19,Expense,Entertain,4398.0,BankTransfer,AHMEDABAD,Electricity bill,3,Friday,2021
T3258,U096,2021-03-06,Expense,rent,6051.0,Upi,BANGALORE,Shopping,3,Saturday,2021
T2219,U012,2021-02-18,Income,Freelance,40590.0,card,Chennai,xyz123,2,Thursday,2021
T7924,U141,2021-08-01,Expense,Rent,38906.0,UPI,LUCKNOW,Restaurant dinner,8,Sunday,2021
T5612,U009,2021-06-09,Expense,Rent,40318.0,Upi,LUC,Internet bill,6,Wednesday,2021
T5569,U109,2021-09-06,Expense,travel,2226.0,Cash,,!!!,9,Monday,2021
T8355,U071,2022-04-29,Expense,Rent,42162.0,Bank Transfer,LUC,Coffee,4,Friday,2022
T2001,U078,2022-11-05,Expense,Foods,3844.0,csh,ahmedabad,Doctor consultation,11,Saturday,2022
T0507,U073,2024-06-14,Expense,Health,2575.0,Bank Transfr,KOL,ATM withdrawal,6,Friday,2024
T3195,U040,2021-03-14,Expense,Entertainment,2323.0,Bank Transfer,AHM,Gym membership,3,Sunday,2021
T13539,U059,2021-03-24,Expense,Utilties,5223.0,Csh,KOLKATA,Medicine,3,Wednesday,2021
T2676,U108,2022-04-06,Expense,Foods,4856.0,UPI,pune,Petrol,4,Wednesday,2022
T1960,U058,2024-12-29,Income,Salary,65957.0,CARD,mumbai,Medicine,12,Sunday,2024
T3506,U072,2022-03-21,Expense,Travel,8063.0,card,bangalore,Lunch,3,Monday,2022
T0196,U025,2021-04-04,Expense,food,7271.0,Upi,pune,test,4,Sunday,2021
T2334,U074,2024-11-07,Expense,entertainment,7517.0,CARD,Delhi,Electricity bill,11,Thursday,2024
T1786,U042,2021-03-04,Expense,Food,4195.0,BankTransfer,KOL,Doctor consultation,3,Thursday,2021
T12868,U005,2024-11-16,Expense,Entrtnmnt,1754.0,Cash,LUCKNOW,Petrol,11,Saturday,2024
T3981,U002,2024-09-21,Expense,Foodd,2324.0,Csh,PUNE,Internet bill,9,Saturday,2024
T13674,U002,2024-10-30,Expense,Utilities,5727.0,upi,mumbai,,10,Wednesday,2024
T13459,U098,2024-12-05,Expense,Utilties,7572.0,csh,KOLKATA,Electricity bill,12,Thursday,2024
T3901,U016,2024-09-23,Expense,Travel,999999999.0,BankTransfer,LUC,Books,9,Monday,2024
T3424,U082,2021-05-12,Expense,Utlities,4022.0,bank transfer,PUNE,Train ticket,5,Wednesday,2021
T7120,U009,2023-07-03,Expense,Rentt,13682.0,cash,Delhi,Fixed deposit,7,Monday,2023
T10238,U029,2023-05-25,Expense,health,3658.0,Bank Transfr,BANGALORE,Doctor consultation,5,Thursday,2023
T6481,U041,2023-12-06,Expense,uncategorized,2037.0,Bank Transfer,Mumbai,Online course,12,Wednesday,2023
T10672,U145,2022-07-12,Income,Others,77593.0,bank transfer,CHENNAI,Grocery shopping,7,Tuesday,2022
T4188,U044,2024-05-23,Expense,Travl,2673.0,Cash,DEL,Electricity bill,5,Thursday,2024
T5050,U007,2022-06-03,Expense,Education,7222.0,Cash,Mumbai,Movie tickets,6,Friday,2022
T7098,U113,2022-11-06,Expense,Other,999999999.0,CASH,LUC,EMI payment,11,Sunday,2022
T8099,U093,2024-06-03,Expense,Entertain,9531.0,Bank Transfr,BAN,Uber ride,6,Monday,2024
T6853,U024,2023-06-23,Expense,RENT,5172.0,Csh,DEL,Uber ride,6,Friday,2023
T9717,U052,2022-03-25,Expense,EDU,6963.0,csh,pune,Gym membership,3,Friday,2022
T12817,U129,2023-07-30,Expense,utilities,7048.0,,MUMBAI,,7,Sunday,2023
T5525,U064,2023-05-01,Expense,Rent,22203.0,BankTransfer,JAI,!!!,5,Monday,2023
T3308,U124,2021-08-27,Income,Freelance,54485.0,Bank Transfer,HYDERABAD,,8,Friday,2021
T1626,U145,2022-01-30,Expense,uncategorized,3956.0,BankTransfer,kolkata,...,1,Sunday,2022
T1515,U027,2024-07-12,Income,Salary,66538.0,cash,Bangalore,,7,Friday,2024
T12348,U076,2022-05-29,Expense,FOOD,2407.0,bank transfer,HYD,Movie tickets,5,Sunday,2022
T0585,U038,2024-09-05,Expense,Entertain,787.0,Upi,,Uber ride,9,Thursday,2024
T1082,U098,2023-08-31,Expense,rent,2581.0,CARD,PUNE,Fixed deposit,8,Thursday,2023
T10513,U050,2024-04-05,Expense,travel,3605.0,UPi,DELHI,Doctor consultation,4,Friday,2024
T1385,U026,2022-09-27,Expense,Saving,604.0,UPI,KOL,asdfgh,9,Tuesday,2022
T5044,U135,2022-01-16,Expense,rent,3464.0,Cash,Pune,Fixed deposit,1,Sunday,2022
T7278,U111,2022-01-26,Expense,Foodd,2250.0,Csh,MUM,,1,Wednesday,2022
T4712,U115,2024-01-30,Expense,Utlities,7134.0,CARD,Hyderabad,Online course,1,Tuesday,2024
T11011,U051,2024-10-01,Expense,Utlities,6700.0,Card,,Doctor consultation,10,Tuesday,2024
T11049,U013,2022-01-11,Income,Investment,71333.0,Bank_Transfer,chennai,!!!,1,Tuesday,2022
T4309,U027,2021-12-23,Expense,Education,9998.0,Upi,,Fixed deposit,12,Thursday,2021
T8579,U007,2022-11-20,Expense,Entertainment,2788.0,Bank_Transfer,CHENNAI,Coffee,11,Sunday,2022
T11584,U144,2022-10-03,Expense,food,9164.0,Card,JAIPUR,asdfgh,10,Monday,2022
T9828,U141,2022-02-02,Income,Salary,59269.0,CARD,pune,Doctor consultation,2,Wednesday,2022
T9972,U025,2023-02-26,Expense,Educaton,8254.0,CARD,PUN,Fixed deposit,2,Sunday,2023
T1142,U120,2024-09-24,Expense,Rentt,37994.0,Crd,Hyderabad,...,9,Tuesday,2024
T13868,U121,2022-01-16,Expense,Rentt,49122.0,CARD,jaipur,Petrol,1,Sunday,2022
T5480,U145,2024-08-16,Expense,health,1761.0,,Ahmedabad,!!!,8,Friday,2024
T8203,U053,2021-01-23,Expense,Travl,4603.0,Crd,BAN,!!!,1,Saturday,2021
T11349,U099,2024-03-06,Income,Salary,63843.0,Crd,Mumbai,,3,Wednesday,2024
T5246,U139,2024-12-18,Expense,RENT,6330.0,CRD,DEL,EMI payment,12,Wednesday,2024
T4033,U061,2022-06-07,Expense,HEALTH,4109.0,CARD,ahmedabad,Electricity bill,6,Tuesday,2022
T7660,U013,2022-05-03,Expense,Rnt,9199.0,BankTransfer,Lucknow,Doctor consultation,5,Tuesday,2022
T2864,U073,2021-01-29,Expense,EDU,2704.0,Crd,JAIPUR,!!!,1,Friday,2021
T9455,U145,2024-11-02,Expense,food,1792.0,Card,Delhi,Internet bill,11,Saturday,2024
T3622,U066,2021-03-25,Expense,utilities,279.0,CASH,ahmedabad,Monthly rent payment,3,Thursday,2021
T7807,U015,2024-01-02,Income,Investment,22772.0,Upi,Jaipur,,1,Tuesday,2024
T2048,U124,2022-07-13,Expense,Foods,4876.0,Crd,jaipur,Medicine,7,Wednesday,2022
T9844,U024,2024-10-20,Income,Others,43241.0,Upi,hyderabad,,10,Sunday,2024
T4640,U126,2024-04-25,Expense,Foods,1316.0,UPi,mumbai,Train ticket,4,Thursday,2024
T7703,U017,2023-03-10,Expense,Utilties,877.0,upi,HYD,Shopping,3,Friday,2023
T10559,U023,2022-07-09,Expense,uncategorized,820.0,,LUCKNOW,Fixed deposit,7,Saturday,2022
T12568,U150,2022-02-18,Expense,Travl,5563.0,Upi,HYD,Books,2,Friday,2022
T9818,U079,2024-05-25,Expense,uncategorized,6372.0,upi,Pune,misc,5,Saturday,2024
T10705,U140,2023-12-22,Income,Others,54330.0,Card,DELHI,ATM withdrawal,12,Friday,2023
T9970,U034,2023-01-07,Income,Salary,11603.0,,Kolkata,Petrol,1,Saturday,2023
T4908,U028,2024-12-28,Income,Freelance,20421.0,Csh,BANGALORE,asdfgh,12,Saturday,2024
T5952,U060,2023-06-17,Expense,RENT,2970.0,Bank_Transfer,,Grocery shopping,6,Saturday,2023
T9630,U028,2023-01-14,Expense,Rent,26643.0,CARD,lucknow,ATM withdrawal,1,Saturday,2023
T4322,U080,2022-03-13,Income,Investment,46178.0,UPi,Kolkata,!!!,3,Sunday,2022
T1514,U104,2021-12-06,Expense,RENT,6362.0,cash,HYD,Uber ride,12,Monday,2021
T5312,U074,2024-08-01,Expense,FOOD,2115.0,bank transfer,kolkata,Coffee,8,Thursday,2024
T13663,U029,2022-12-06,Expense,food,9075.0,UPI,BANGALORE,test,12,Tuesday,2022
T12390,U032,2021-09-10,Expense,Entertain,4446.0,Card,KOL,Medicine,9,Friday,2021
T4217,U150,2022-10-17,Expense,FOOD,4012.0,CARD,KOLKATA,Monthly rent payment,10,Monday,2022
T2375,U125,2022-12-24,Expense,Others,9581.0,Bank Transfr,delhi,Petrol,12,Saturday,2022
T11968,U087,2024-10-21,Income,Investment,28908.0,CRD,KOLKATA,...,10,Monday,2024
T5052,U082,2022-04-03,Expense,FOOD,4040.0,Bank Transfr,kolkata,Internet bill,4,Sunday,2022
T5165,U058,2022-11-02,Expense,rent,2619.0,CARD,JAIPUR,Restaurant dinner,11,Wednesday,2022
T0035,U133,2021-06-25,Expense,Foodd,4070.0,Bank Transfr,lucknow,misc,6,Friday,2021
T1622,U102,2024-05-23,Expense,entertainment,7656.0,UPI,lucknow,,5,Thursday,2024
T8980,U026,2021-06-04,Income,Investment,34515.0,Crd,Ahmedabad,Restaurant dinner,6,Friday,2021
T9024,U113,2023-06-11,Expense,Utility,907.0,Upi,CHE,,6,Sunday,2023
T0070,U040,2024-09-04,Income,Others,68838.0,Upi,Delhi,,9,Wednesday,2024
T1335,U102,2024-08-03,Income,Freelance,68176.0,csh,Chennai,asdfgh,8,Saturday,2024
T8674,U099,2021-05-22,Expense,Entertain,9602.0,Upi,DEL,Coffee,5,Saturday,2021
T1839,U131,2021-02-15,Expense,FOOD,8737.0,Crd,Pune,,2,Monday,2021
T7692,U059,2024-06-13,Expense,education,9314.0,bank transfer,,Movie tickets,6,Thursday,2024
T5753,U016,2024-07-10,Expense,Food,3644.0,upi,hyderabad,Lunch,7,Wednesday,2024
T6156,U007,2023-09-07,Expense,FOOD,1491.0,UPi,Mumbai,Lunch,9,Thursday,2023
T1605,U143,2021-05-22,Expense,travel,7640.0,UPi,KOL,Lunch,5,Saturday,2021
T5345,U023,2023-08-02,Expense,Entrtnmnt,3692.0,,MUMBAI,Doctor consultation,8,Wednesday,2023
T7973,U077,2023-10-06,Income,Others,10693.0,bank transfer,Ahmedabad,EMI payment,10,Friday,2023
T5097,U101,2022-07-19,Expense,entertainment,7319.0,Bank_Transfer,JAIPUR,Doctor consultation,7,Tuesday,2022
T12792,U090,2021-06-18,Expense,uncategorized,7710.0,Upi,Bangalore,Movie tickets,6,Friday,2021
T1262,U125,2023-07-01,Expense,rent,8623.0,card,,ATM withdrawal,7,Saturday,2023
T7269,U019,2024-08-20,Expense,Entertainment,1233.0,Bank Transfr,Chennai,Electricity bill,8,Tuesday,2024
T7564,U128,2021-03-05,Expense,Foods,2969.0,UPI,lucknow,Lunch,3,Friday,2021
T4721,U036,2021-02-09,Expense,Utility,749.0,csh,Kolkata,Grocery shopping,2,Tuesday,2021
T7410,U072,2021-01-05,Expense,Rentt,9560.0,CASH,lucknow,Shopping,1,Tuesday,2021
T7420,U012,2021-07-28,Expense,Foodd,3820.0,CASH,BANGALORE,Internet bill,7,Wednesday,2021
T10008,U098,2023-04-12,Expense,Utilties,179.0,CARD,lucknow,test,4,Wednesday,2023
T0482,U026,2022-04-01,Expense,rent,5122.0,Upi,LUCKNOW,Movie tickets,4,Friday,2022
T7112,U131,2022-08-11,Expense,entertainment,4988.0,Bank Transfr,PUNE,,8,Thursday,2022
T8956,U150,2023-12-10,Expense,Rnt,2166.0,csh,BAN,EMI payment,12,Sunday,2023
T8564,U011,2021-04-19,Expense,utilities,4890.0,CASH,KOL,,4,Monday,2021
T11543,U090,2021-10-09,Expense,Misc,9794.0,BankTransfer,Lucknow,Internet bill,10,Saturday,2021
T8424,U111,2024-02-28,Expense,Fod,8027.0,upi,Jaipur,Uber ride,2,Wednesday,2024
T10321,U110,2021-11-29,Expense,FOOD,8156.0,card,BAN,Gym membership,11,Monday,2021
T0621,U051,2023-04-19,Expense,Rent,41736.0,csh,delhi,Restaurant dinner,4,Wednesday,2023
T5814,U066,2021-01-10,Expense,Utlities,6392.0,Upi,Chennai,Medicine,1,Sunday,2021
T3573,U141,2022-12-06,Expense,EDU,754.0,Upi,hyderabad,Movie tickets,12,Tuesday,2022
T9706,U106,2024-06-15,Expense,Entertainment,8181.0,card,chennai,Lunch,6,Saturday,2024
T4177,U029,2024-10-29,Income,Investment,69768.0,CRD,CHE,Fixed deposit,10,Tuesday,2024
T12996,U030,2022-01-24,Expense,rent,2376.0,UPI,MUMBAI,ATM withdrawal,1,Monday,2022
T2263,U148,2024-10-22,Expense,Foods,3087.0,Card,Mumbai,Restaurant dinner,10,Tuesday,2024
T0256,U040,2021-08-08,Expense,Saving,7287.0,CRD,AHM,asdfgh,8,Sunday,2021
T5816,U008,2023-06-27,Expense,Rentt,23603.0,Crd,AHMEDABAD,ATM withdrawal,6,Tuesday,2023
T1991,U044,2024-05-14,Expense,entertainment,4715.0,CARD,HYDERABAD,Coffee,5,Tuesday,2024
T11018,U085,2021-04-18,Income,Freelance,44598.0,bank transfer,Mumbai,Doctor consultation,4,Sunday,2021
T3670,U013,2022-05-06,Expense,Entertain,999999999.0,CARD,JAIPUR,Train ticket,5,Friday,2022
T3435,U027,2021-10-07,Expense,entertainment,343.0,Cash,BANGALORE,,10,Thursday,2021
T10088,U104,2024-05-12,Expense,RENT,2683.0,CRD,bangalore,,5,Sunday,2024
T0038,U033,2023-10-03,Expense,FOOD,3120.0,Cash,Delhi,Electricity bill,10,Tuesday,2023
T12936,U039,2024-04-01,Expense,Utility,4081.0,CASH,jaipur,ATM withdrawal,4,Monday,2024
T2462,U105,2021-02-02,Income,Bonus,69323.0,cash,KOLKATA,asdfgh,2,Tuesday,2021
T12190,U029,2021-03-30,Expense,utilities,9423.0,CRD,Mumbai,Train ticket,3,Tuesday,2021
T8338,U081,2023-09-30,Expense,Rnt,6187.0,Upi,HYDERABAD,EMI payment,9,Saturday,2023
T8924,U066,2022-08-17,Expense,RENT,3218.0,Upi,MUMBAI,!!!,8,Wednesday,2022
T12416,U033,2024-11-12,Expense,Education,5161.0,UPi,kolkata,xyz123,11,Tuesday,2024
T9471,U146,2022-11-03,Expense,Rentt,35442.0,csh,KOLKATA,Petrol,11,Thursday,2022
T2754,U107,2023-09-19,Expense,Rentt,11161.0,bank transfer,DEL,!!!,9,Tuesday,2023
T11258,U030,2022-10-18,Expense,Utilities,7236.0,CRD,Jaipur,ATM withdrawal,10,Tuesday,2022
T9727,U070,2024-03-12,Expense,Foodd,2570.0,BankTransfer,CHE,Books,3,Tuesday,2024
T4947,U131,2022-06-11,Expense,education,6108.0,Bank Transfr,jaipur,ATM withdrawal,6,Saturday,2022
T12320,U084,2024-07-02,Expense,Traval,3023.0,Cash,HYDERABAD,Gym membership,7,Tuesday,2024
T0776,U128,2021-03-16,Expense,food,6856.0,,mumbai,Books,3,Tuesday,2021
T3043,U099,2022-07-09,Expense,Saving,9356.0,cash,BAN,xyz123,7,Saturday,2022
T7108,U023,2023-01-27,Expense,Entrtnmnt,8631.0,UPi,AHMEDABAD,EMI payment,1,Friday,2023
T2701,U079,2021-03-17,Expense,Entertainment,6530.0,UPi,HYD,Grocery shopping,3,Wednesday,2021
T10192,U025,2022-09-18,Expense,Utlities,7698.0,CASH,CHENNAI,asdfgh,9,Sunday,2022
T8582,U099,2022-08-02,Income,Freelance,34663.0,Card,CHE,Monthly rent payment,8,Tuesday,2022
T10512,U075,2022-05-16,Expense,Educaton,999999.0,Bank_Transfer,Pune,Shopping,5,Monday,2022
T12050,U072,2024-11-06,Expense,Educaton,6177.0,Bank Transfr,Pune,Restaurant dinner,11,Wednesday,2024
T0271,U006,2024-01-07,Expense,Fod,2415.0,Csh,KOLKATA,Medicine,1,Sunday,2024
T3543,U041,2021-10-03,Income,Salary,18526.0,csh,Pune,misc,10,Sunday,2021
T2123,U109,2021-03-04,Expense,Other,2227.0,Bank_Transfer,bangalore,ATM withdrawal,3,Thursday,2021
T3375,U036,2023-03-30,Expense,Saving,5453.0,bank transfer,KOL,Electricity bill,3,Thursday,2023
T0495,U092,2024-02-14,Expense,RENT,9134.0,Upi,Bangalore,Gym membership,2,Wednesday,2024
T7494,U038,2021-07-10,Expense,Traval,6065.0,BankTransfer,LUC,,7,Saturday,2021
T2770,U001,2024-02-11,Income,Salary,49068.0,Csh,mumbai,Lunch,2,Sunday,2024
T7572,U118,2023-02-11,Expense,Educaton,1917.0,upi,Hyderabad,Monthly rent payment,2,Saturday,2023
T10349,U148,2022-01-02,Expense,Entertain,5387.0,Bank_Transfer,,EMI payment,1,Sunday,2022
T2176,U072,2024-11-10,Expense,FOOD,8768.0,Upi,,misc,11,Sunday,2024
T0745,U145,2024-11-17,Expense,Utilities,7185.0,Cash,kolkata,ATM withdrawal,11,Sunday,2024
T1532,U096,2024-10-17,Expense,Utilities,999999.0,Card,,Coffee,10,Thursday,2024
T3743,U024,2021-03-27,Expense,Educaton,7829.0,UPi,AHM,Electricity bill,3,Saturday,2021
T8256,U062,2024-01-06,Expense,Foods,2417.0,BankTransfer,KOL,Doctor consultation,1,Saturday,2024
T7008,U128,2023-04-29,Expense,Rentt,42939.0,Csh,MUM,,4,Saturday,2023
T11191,U086,2021-02-14,Expense,FOOD,9427.0,Bank Transfr,BANGALORE,xyz123,2,Sunday,2021
T8337,U113,2023-11-08,Expense,RENT,678.0,UPI,MUMBAI,Grocery shopping,11,Wednesday,2023
T13560,U096,2022-01-30,Expense,FOOD,3518.0,Csh,hyderabad,Monthly rent payment,1,Sunday,2022
T7294,U093,2021-05-10,Income,Investment,26841.0,,,Monthly rent payment,5,Monday,2021
T12737,U048,2024-11-16,Expense,Rent,43922.0,Csh,MUM,,11,Saturday,2024
T12780,U033,2022-08-08,Expense,Traval,0.0,Bank Transfr,Jaipur,,8,Monday,2022
T13843,U140,2021-06-14,Expense,Health,8863.0,UPI,jaipur,Electricity bill,6,Monday,2021
T0975,U078,2023-02-11,Expense,utilities,2024.0,Bank Transfr,hyderabad,,2,Saturday,2023
T4141,U074,2023-02-18,Expense,Foods,3409.0,UPi,JAI,Gym membership,2,Saturday,2023
T3665,U099,2024-01-21,Expense,RENT,6474.0,card,Delhi,Medicine,1,Sunday,2024
T7869,U126,2022-10-17,Expense,Education,976.0,UPi,JAI,Internet bill,10,Monday,2022
T0049,U033,2024-04-23,Expense,Rent,-500.0,Card,Kolkata,,4,Tuesday,2024
T4255,U135,2021-12-13,Expense,Education,6137.0,upi,CHE,Lunch,12,Monday,2021
T5408,U062,2022-04-16,Expense,Travel,146.0,CASH,KOL,Books,4,Saturday,2022
T3204,U044,2024-01-25,Expense,Fod,3890.0,Bank Transfr,KOLKATA,xyz123,1,Thursday,2024
T11638,U120,2021-04-27,Expense,Entertainment,6460.0,bank transfer,JAIPUR,,4,Tuesday,2021
T5055,U125,2023-11-23,Expense,RENT,8603.0,,Ahmedabad,Restaurant dinner,11,Thursday,2023
T7608,U074,2022-01-19,Expense,Utilities,999999999.0,CRD,ahmedabad,Gym membership,1,Wednesday,2022
T6054,U100,2024-06-30,Expense,Foods,2445.0,UPi,KOL,,6,Sunday,2024
T5465,U042,2021-03-03,Expense,Entrtnmnt,2717.0,UPi,Lucknow,xyz123,3,Wednesday,2021
T9881,U066,2021-03-12,Expense,Traval,6441.0,upi,,Restaurant dinner,3,Friday,2021
T11805,U136,2021-09-08,Expense,SAVINGS,5331.0,Bank Transfr,pune,asdfgh,9,Wednesday,2021
T1666,U080,2022-08-19,Expense,Food,3346.0,Cash,BAN,Train ticket,8,Friday,2022
T4912,U128,2022-04-07,Expense,FOOD,4096.0,cash,Ahmedabad,test,4,Thursday,2022
T1108,U026,2022-01-08,Expense,rent,4670.0,Cash,MUM,EMI payment,1,Saturday,2022
T13447,U006,2024-05-14,Expense,education,2104.0,,PUN,Gym membership,5,Tuesday,2024
T12110,U002,2022-05-21,Expense,savings,8005.0,,KOLKATA,Coffee,5,Saturday,2022
T5341,U057,2023-04-07,Expense,TRAVEL,8784.0,Bank_Transfer,,Fixed deposit,4,Friday,2023
T3887,U090,2021-02-17,Income,Bonus,72923.0,BankTransfer,lucknow,Electricity bill,2,Wednesday,2021
T4775,U134,2024-02-10,Expense,food,4592.0,card,Kolkata,ATM withdrawal,2,Saturday,2024
T2037,U073,2024-06-26,Expense,health,2126.0,BankTransfer,MUM,...,6,Wednesday,2024
T1464,U023,2024-01-18,Expense,Fod,9650.0,,LUCKNOW,,1,Thursday,2024
T5873,U017,2024-02-06,Expense,travel,5566.0,Csh,LUC,test,2,Tuesday,2024
T10884,U066,2022-03-22,Expense,uncategorized,630.0,CARD,chennai,Gym membership,3,Tuesday,2022
T0408,U147,2024-12-19,Expense,Rent,45547.0,CARD,mumbai,Restaurant dinner,12,Thursday,2024
T8109,U145,2022-11-29,Expense,RENT,8193.0,CASH,LUC,,11,Tuesday,2022
T13571,U120,2021-01-28,Expense,Fod,3006.0,card,PUNE,xyz123,1,Thursday,2021
T2657,U034,2021-06-27,Expense,rent,6714.0,BankTransfer,chennai,Online course,6,Sunday,2021
T6823,U028,2024-03-19,Expense,uncategorized,8664.0,UPI,chennai,test,3,Tuesday,2024
T8850,U140,2023-08-03,Expense,Utilties,3794.0,CARD,Hyderabad,Monthly rent payment,8,Thursday,2023
T7551,U094,2021-08-27,Expense,entertainment,1358.0,csh,DELHI,Petrol,8,Friday,2021
T8872,U032,2021-07-31,Expense,Rent,36727.0,CARD,delhi,Gym membership,7,Saturday,2021
T3315,U138,2023-09-06,Expense,Utlities,5585.0,CASH,HYD,EMI payment,9,Wednesday,2023
T2519,U136,2021-12-03,Expense,RENT,8689.0,CRD,LUC,test,12,Friday,2021
T9367,U118,2021-02-01,Income,Investment,51266.0,CRD,mumbai,Shopping,2,Monday,2021
T1838,U008,2022-02-07,Income,Salary,47094.0,cash,kolkata,Restaurant dinner,2,Monday,2022
T13786,U090,2023-05-29,Expense,uncategorized,8500.0,Card,,Online course,5,Monday,2023
T10585,U126,2022-02-17,Expense,health,126.0,CASH,,Doctor consultation,2,Thursday,2022
T4850,U016,2021-02-09,Expense,uncategorized,4687.0,CASH,HYD,Gym membership,2,Tuesday,2021
T9806,U004,2023-05-10,Expense,Rnt,1034.0,bank transfer,CHENNAI,Coffee,5,Wednesday,2023
T2927,U045,2024-01-04,Expense,savings,7012.0,,BAN,Petrol,1,Thursday,2024
T6471,U007,2024-09-16,Income,Others,59046.0,Bank_Transfer,BANGALORE,Internet bill,9,Monday,2024
T0938,U141,2024-02-09,Expense,Utility,6463.0,Bank_Transfer,Lucknow,Restaurant dinner,2,Friday,2024
T7808,U005,2023-08-12,Expense,travel,9875.0,upi,LUCKNOW,Restaurant dinner,8,Saturday,2023
T7665,U089,2024-01-11,Expense,Rnt,5391.0,Card,MUMBAI,,1,Thursday,2024
T7796,U027,2023-05-10,Expense,Entertain,5174.0,,,,5,Wednesday,2023
T4203,U141,2022-09-28,Expense,Entrtnmnt,6631.0,Upi,Ahmedabad,Gym membership,9,Wednesday,2022
T12857,U021,2022-07-05,Expense,Utilties,2478.0,Bank Transfr,mumbai,Books,7,Tuesday,2022
T5188,U092,2022-09-27,Expense,Education,1013.0,Crd,KOLKATA,Uber ride,9,Tuesday,2022
T3967,U134,2023-04-13,Expense,entertainment,6150.0,BankTransfer,PUNE,,4,Thursday,2023
T11679,U149,2023-01-24,Expense,EDU,3622.0,csh,JAIPUR,Coffee,1,Tuesday,2023
T13941,U026,2023-03-26,Expense,food,6497.0,cash,DELHI,...,3,Sunday,2023
T11788,U023,2022-05-28,Income,Others,47491.0,CRD,AHM,,5,Saturday,2022
T1999,U121,2023-07-31,Expense,Rent,20997.0,Crd,chennai,,7,Monday,2023
T3552,U095,2024-01-21,Income,Bonus,34145.0,Bank Transfer,HYDERABAD,!!!,1,Sunday,2024
T13157,U043,2022-04-17,Income,Salary,65727.0,CASH,Chennai,Books,4,Sunday,2022
T4989,U096,2023-04-08,Expense,Traval,1587.0,Bank Transfer,HYD,Movie tickets,4,Saturday,2023
T0483,U044,2023-03-09,Expense,Entertain,2190.0,card,kolkata,Electricity bill,3,Thursday,2023
T10798,U081,2022-06-08,Expense,Food,4765.0,card,Bangalore,Shopping,6,Wednesday,2022
T7456,U047,2024-10-26,Expense,Education,2641.0,CASH,Chennai,Online course,10,Saturday,2024
T12334,U148,2024-06-22,Expense,Education,5353.0,CRD,PUN,Fixed deposit,6,Saturday,2024
T5792,U055,2023-10-30,Expense,Rnt,9088.0,Bank_Transfer,DELHI,Petrol,10,Monday,2023
T11299,U080,2024-09-28,Expense,OTHERS,999999999.0,Bank Transfer,KOL,!!!,9,Saturday,2024
T4678,U063,2021-10-02,Expense,food,4283.0,Bank Transfer,Mumbai,Books,10,Saturday,2021
T12648,U075,2023-11-27,Expense,Fod,5756.0,Crd,CHE,Medicine,11,Monday,2023
T5958,U032,2024-02-17,Expense,Entertainment,4156.0,BankTransfer,hyderabad,,2,Saturday,2024
T2529,U144,2022-06-23,Expense,Traval,4502.0,bank transfer,Bangalore,xyz123,6,Thursday,2022
T4284,U058,2022-04-07,Income,Others,15675.0,UPi,PUNE,Grocery shopping,4,Thursday,2022
T5324,U112,2022-11-17,Expense,Entertain,2512.0,,jaipur,Monthly rent payment,11,Thursday,2022
T2562,U068,2021-10-22,Expense,Fod,999999.0,,HYD,,10,Friday,2021
T3333,U045,2024-12-31,Income,Others,21061.0,upi,delhi,Grocery shopping,12,Tuesday,2024
T7249,U080,2023-05-17,Expense,Fod,7894.0,Upi,PUN,,5,Wednesday,2023
T11522,U065,2024-03-28,Expense,rent,9679.0,CASH,BAN,Internet bill,3,Thursday,2024
T6208,U133,2024-03-04,Expense,HEALTH,4062.0,,ahmedabad,,3,Monday,2024
T7489,U033,2023-12-07,Expense,Entertain,6317.0,Upi,Hyderabad,Train ticket,12,Thursday,2023
T10881,U056,2023-08-09,Expense,RENT,3958.0,Csh,HYDERABAD,,8,Wednesday,2023
