amount,user_id,date,transaction_type,category,amount.1,payment_mode,location,notes,month,weekday,year,description,transaction_id
T6666,U004,05-09-2024,Expense,Traval,7543.0,Bank_Transfer,JAIPUR,misc,9,Thursday,2024.0,,
T4368,U106,19-12-2022,Income,Others,20419.0,Csh,Mumbai,Lunch,12,Monday,2022.0,,
T9762,U105,13-04-2021,Income,Others,50731.0,Upi,delhi,ATM withdrawal,4,Tuesday,2021.0,,
T12091,U148,05-11-2023,Expense,Utility,4194.0,bank transfer,MUMBAI,misc,11,Sunday,2023.0,,
T7256,U029,16-08-2022,Expense,Foodd,4044.0,Bank Transfer,Jaipur,Books,8,Tuesday,2022.0,,
T9217,U003,09-03-2023,Expense,Utilties,9361.0,upi,Lucknow,Train ticket,3,Thursday,2023.0,,
T4168,U022,04-08-2023,Expense,Food,1335.0,UPi,Jaipur,Online course,8,Friday,2023.0,,
T3326,U132,09-09-2021,Expense,savings,2670.0,Bank_Transfer,Hyderabad,,9,Thursday,2021.0,,
T1415,U027,21-11-2023,Expense,Rent,24380.0,Upi,MUM,Doctor consultation,11,Tuesday,2023.0,,
T11517,U083,11-09-2024,Expense,education,1967.0,upi,KOLKATA,Grocery shopping,9,Wednesday,2024.0,,
T12410,U130,31-01-2021,Expense,Entrtnmnt,770.0,UPI,PUNE,,1,Sunday,2021.0,,
T1419,U022,20-10-2023,Expense,FOOD,9413.0,,kolkata,,10,Friday,2023.0,,
T1242,U030,25-06-2023,Expense,Traval,1640.0,UPI,KOL,Lunch,6,Sunday,2023.0,,
T3072,U017,25-04-2023,Expense,Utilities,7597.0,UPI,AHM,,4,Tuesday,2023.0,,
T13562,U145,26-09-2022,Expense,food,5984.0,CRD,AHM,Petrol,9,Monday,2022.0,,
T6015,U094,28-07-2021,Income,Salary,20350.0,Bank Transfer,Bangalore,Grocery shopping,7,Wednesday,2021.0,,
T9141,U074,03-09-2023,Income,Bonus,28444.0,UPI,,Online course,9,Sunday,2023.0,,
T7166,U040,09-10-2021,Expense,education,7284.0,UPI,KOL,!!!,10,Saturday,2021.0,,
T7455,U062,25-06-2023,Expense,Fod,5600.0,upi,JAIPUR,,6,Sunday,2023.0,,
T11787,U024,26-08-2021,Expense,FOOD,5311.0,Bank Transfr,BANGALORE,Train ticket,8,Thursday,2021.0,,
T1202,U072,12-03-2022,Expense,Travl,7892.0,Bank Transfr,hyderabad,Shopping,3,Saturday,2022.0,,
T9251,U044,16-07-2021,Expense,Utilties,6241.0,UPI,hyderabad,Medicine,7,Friday,2021.0,,
T1954,U008,02-10-2023,Expense,Rent,15177.0,bank transfer,DELHI,,10,Monday,2023.0,,
T0811,U142,24-10-2021,Expense,Education,8562.0,,DELHI,Internet bill,10,Sunday,2021.0,,
T3710,U143,07-07-2022,Expense,food,6363.0,csh,chennai,Movie tickets,7,Thursday,2022.0,,
T7859,U098,24-08-2021,Income,Freelance,17069.0,CARD,jaipur,Books,8,Tuesday,2021.0,,
T12672,U022,23-12-2024,Expense,uncategorized,2524.0,Csh,DEL,,12,Monday,2024.0,,
T1521,U001,12-07-2023,Expense,uncategorized,882.0,UPi,Delhi,Monthly rent payment,7,Wednesday,2023.0,,
T6283,U106,19-06-2021,Expense,Utilties,507.0,Bank_Transfer,ahmedabad,ATM withdrawal,6,Saturday,2021.0,,
T0049,U033,23-04-2024,Expense,Rent,-500.0,Card,Kolkata,,4,Tuesday,2024.0,,
T5775,U116,25-07-2024,Expense,RENT,1130.0,card,BANGALORE,Fixed deposit,7,Thursday,2024.0,,
T4767,U007,25-02-2021,Expense,Traval,6664.0,,Lucknow,Fixed deposit,2,Thursday,2021.0,,
T12023,U096,25-11-2023,Expense,Travel,104.0,UPi,PUNE,...,11,Saturday,2023.0,,
T13182,U123,02-12-2023,Expense,others,6696.0,Bank_Transfer,,Online course,12,Saturday,2023.0,,
T6097,U114,12-06-2024,Expense,Utility,798.0,Csh,AHM,Monthly rent payment,6,Wednesday,2024.0,,
T0413,U075,09-12-2021,Income,Bonus,56061.0,UPI,JAIPUR,Doctor consultation,12,Thursday,2021.0,,
T12724,U048,16-05-2021,Expense,utilities,8995.0,CRD,,asdfgh,5,Sunday,2021.0,,
T0492,U028,16-09-2021,Expense,Utilties,5705.0,,KOLKATA,,9,Thursday,2021.0,,
T11244,U123,06-02-2023,Expense,Entertain,289.0,cash,Delhi,,2,Monday,2023.0,,
T8797,U043,26-05-2024,Income,Investment,21687.0,Bank Transfer,bangalore,Electricity bill,5,Sunday,2024.0,,
T2970,U092,13-11-2023,Expense,entertainment,6552.0,Bank Transfer,,Monthly rent payment,11,Monday,2023.0,,
T11054,U047,24-01-2022,Expense,Foods,3200.0,Card,chennai,Coffee,1,Monday,2022.0,,
T2776,U031,10-10-2023,Expense,Educaton,9385.0,CARD,hyderabad,Fixed deposit,10,Tuesday,2023.0,,
T5215,U006,03-05-2024,Income,Others,50616.0,card,,Medicine,5,Friday,2024.0,,
T5846,U017,21-11-2022,Expense,Traval,1897.0,bank transfer,Bangalore,,11,Monday,2022.0,,
T6149,U043,20-05-2023,Expense,Rentt,23748.0,upi,hyderabad,Coffee,5,Saturday,2023.0,,
T10879,U080,16-10-2021,Expense,Rentt,24421.0,CASH,MUMBAI,Internet bill,10,Saturday,2021.0,,
T6631,U052,05-10-2022,Expense,Education,995.0,UPi,bangalore,Medicine,10,Wednesday,2022.0,,
T7359,U069,23-02-2022,Expense,health,5085.0,Upi,Ahmedabad,Monthly rent payment,2,Wednesday,2022.0,,
T4052,U066,11-11-2021,Expense,Travel,4882.0,CASH,LUCKNOW,asdfgh,11,Thursday,2021.0,,
T2891,U019,15-09-2022,Expense,Helth,7259.0,Bank Transfr,PUNE,asdfgh,9,Thursday,2022.0,,
T13622,U143,12-08-2023,Expense,education,7208.0,csh,MUM,xyz123,8,Saturday,2023.0,,
T2581,U006,13-08-2024,Expense,uncategorized,3791.0,Upi,Pune,Restaurant dinner,8,Tuesday,2024.0,,
T11977,U138,14-03-2021,Income,Others,47508.0,Card,,,3,Sunday,2021.0,,
T5087,U004,13-10-2022,Expense,Traval,1547.0,bank transfer,lucknow,Shopping,10,Thursday,2022.0,,
T12258,U123,14-04-2023,Income,Salary,36012.0,CASH,mumbai,Online course,4,Friday,2023.0,,
T0119,U057,03-02-2021,Income,Others,40149.0,Bank_Transfer,hyderabad,Coffee,2,Wednesday,2021.0,,
T7061,U146,09-02-2023,Expense,Travl,8082.0,Upi,PUN,,2,Thursday,2023.0,,
T9221,U034,05-12-2023,Income,Bonus,53078.0,UPI,chennai,Petrol,12,Tuesday,2023.0,,
T8115,U037,08-06-2024,Expense,Foodd,3840.0,,JAI,Gym membership,6,Saturday,2024.0,,
T10428,U139,07-11-2024,Expense,Educaton,1120.0,upi,JAIPUR,Lunch,11,Thursday,2024.0,,
T10341,U068,25-03-2023,Expense,Education,4986.0,upi,LUCKNOW,Electricity bill,3,Saturday,2023.0,,
T7864,U132,15-08-2023,Expense,Entertainment,2599.0,Crd,,Uber ride,8,Tuesday,2023.0,,
T6042,U129,05-07-2022,Expense,Food,4120.0,UPi,PUNE,Coffee,7,Tuesday,2022.0,,
T10393,U137,14-08-2022,Expense,Fod,1350.0,card,HYDERABAD,Grocery shopping,8,Sunday,2022.0,,
T6193,U040,21-08-2021,Expense,SAVINGS,3480.0,CASH,CHENNAI,,8,Saturday,2021.0,,
T6996,U039,24-03-2024,Expense,Foodd,4026.0,Bank Transfer,kolkata,Train ticket,3,Sunday,2024.0,,
T9930,U060,27-10-2023,Expense,Rnt,5175.0,Bank_Transfer,bangalore,test,10,Friday,2023.0,,
T2262,U020,19-03-2021,Expense,Entertain,4398.0,BankTransfer,AHMEDABAD,Electricity bill,3,Friday,2021.0,,
T3258,U096,06-03-2021,Expense,rent,6051.0,Upi,BANGALORE,Shopping,3,Saturday,2021.0,,
T2219,U012,18-02-2021,Income,Freelance,40590.0,card,Chennai,xyz123,2,Thursday,2021.0,,
T7924,U141,01-08-2021,Expense,Rent,38906.0,UPI,LUCKNOW,Restaurant dinner,8,Sunday,2021.0,,
T5612,U009,09-06-2021,Expense,Rent,40318.0,Upi,LUC,Internet bill,6,Wednesday,2021.0,,
T5569,U109,06-09-2021,Expense,travel,2226.0,Cash,,!!!,9,Monday,2021.0,,
T8355,U071,29-04-2022,Expense,Rent,42162.0,Bank Transfer,LUC,Coffee,4,Friday,2022.0,,
T2001,U078,05-11-2022,Expense,Foods,3844.0,csh,ahmedabad,Doctor consultation,11,Saturday,2022.0,,
T0507,U073,14-06-2024,Expense,Health,2575.0,Bank Transfr,KOL,ATM withdrawal,6,Friday,2024.0,,
T3195,U040,14-03-2021,Expense,Entertainment,2323.0,Bank Transfer,AHM,Gym membership,3,Sunday,2021.0,,
T13539,U059,24-03-2021,Expense,Utilties,5223.0,Csh,KOLKATA,Medicine,3,Wednesday,2021.0,,
T2676,U108,06-04-2022,Expense,Foods,4856.0,UPI,pune,Petrol,4,Wednesday,2022.0,,
T1960,U058,29-12-2024,Income,Salary,65957.0,CARD,mumbai,Medicine,12,Sunday,2024.0,,
T3506,U072,21-03-2022,Expense,Travel,8063.0,card,bangalore,Lunch,3,Monday,2022.0,,
T0196,U025,04-04-2021,Expense,food,7271.0,Upi,pune,test,4,Sunday,2021.0,,
T2334,U074,07-11-2024,Expense,entertainment,7517.0,CARD,Delhi,Electricity bill,11,Thursday,2024.0,,
T1786,U042,04-03-2021,Expense,Food,4195.0,BankTransfer,KOL,Doctor consultation,3,Thursday,2021.0,,
T12868,U005,16-11-2024,Expense,Entrtnmnt,1754.0,Cash,LUCKNOW,Petrol,11,Saturday,2024.0,,
T3981,U002,21-09-2024,Expense,Foodd,2324.0,Csh,PUNE,Internet bill,9,Saturday,2024.0,,
T13674,U002,30-10-2024,Expense,Utilities,5727.0,upi,mumbai,,10,Wednesday,2024.0,,
T13459,U098,05-12-2024,Expense,Utilties,7572.0,csh,KOLKATA,Electricity bill,12,Thursday,2024.0,,
T3901,U016,23-09-2024,Expense,Travel,999999999.0,BankTransfer,LUC,Books,9,Monday,2024.0,,
T3424,U082,12-05-2021,Expense,Utlities,4022.0,bank transfer,PUNE,Train ticket,5,Wednesday,2021.0,,
T7120,U009,03-07-2023,Expense,Rentt,13682.0,cash,Delhi,Fixed deposit,7,Monday,2023.0,,
T10238,U029,25-05-2023,Expense,health,3658.0,Bank Transfr,BANGALORE,Doctor consultation,5,Thursday,2023.0,,
T6481,U041,06-12-2023,Expense,uncategorized,2037.0,Bank Transfer,Mumbai,Online course,12,Wednesday,2023.0,,
T10672,U145,12-07-2022,Income,Others,77593.0,bank transfer,CHENNAI,Grocery shopping,7,Tuesday,2022.0,,
T4188,U044,23-05-2024,Expense,Travl,2673.0,Cash,DEL,Electricity bill,5,Thursday,2024.0,,
T5050,U007,03-06-2022,Expense,Education,7222.0,Cash,Mumbai,Movie tickets,6,Friday,2022.0,,
T7098,U113,06-11-2022,Expense,Other,999999999.0,CASH,LUC,EMI payment,11,Sunday,2022.0,,
T8099,U093,03-06-2024,Expense,Entertain,9531.0,Bank Transfr,BAN,Uber ride,6,Monday,2024.0,,
T6853,U024,23-06-2023,Expense,RENT,5172.0,Csh,DEL,Uber ride,6,Friday,2023.0,,
T9717,U052,25-03-2022,Expense,EDU,6963.0,csh,pune,Gym membership,3,Friday,2022.0,,
T12817,U129,30-07-2023,Expense,utilities,7048.0,,MUMBAI,,7,Sunday,2023.0,,
T5525,U064,01-05-2023,Expense,Rent,22203.0,BankTransfer,JAI,!!!,5,Monday,2023.0,,
T3308,U124,27-08-2021,Income,Freelance,54485.0,Bank Transfer,HYDERABAD,,8,Friday,2021.0,,
T1626,U145,30-01-2022,Expense,uncategorized,3956.0,BankTransfer,kolkata,...,1,Sunday,2022.0,,
T1515,U027,12-07-2024,Income,Salary,66538.0,cash,Bangalore,,7,Friday,2024.0,,
T12348,U076,29-05-2022,Expense,FOOD,2407.0,bank transfer,HYD,Movie tickets,5,Sunday,2022.0,,
T0585,U038,05-09-2024,Expense,Entertain,787.0,Upi,,Uber ride,9,Thursday,2024.0,,
T1082,U098,31-08-2023,Expense,rent,2581.0,CARD,PUNE,Fixed deposit,8,Thursday,2023.0,,
T10513,U050,05-04-2024,Expense,travel,3605.0,UPi,DELHI,Doctor consultation,4,Friday,2024.0,,
T1385,U026,27-09-2022,Expense,Saving,604.0,UPI,KOL,asdfgh,9,Tuesday,2022.0,,
T5044,U135,16-01-2022,Expense,rent,3464.0,Cash,Pune,Fixed deposit,1,Sunday,2022.0,,
T7278,U111,26-01-2022,Expense,Foodd,2250.0,Csh,MUM,,1,Wednesday,2022.0,,
T4712,U115,30-01-2024,Expense,Utlities,7134.0,CARD,Hyderabad,Online course,1,Tuesday,2024.0,,
T11011,U051,01-10-2024,Expense,Utlities,6700.0,Card,,Doctor consultation,10,Tuesday,2024.0,,
T11049,U013,11-01-2022,Income,Investment,71333.0,Bank_Transfer,chennai,!!!,1,Tuesday,2022.0,,
T4309,U027,23-12-2021,Expense,Education,9998.0,Upi,,Fixed deposit,12,Thursday,2021.0,,
T8579,U007,20-11-2022,Expense,Entertainment,2788.0,Bank_Transfer,CHENNAI,Coffee,11,Sunday,2022.0,,
T11584,U144,03-10-2022,Expense,food,9164.0,Card,JAIPUR,asdfgh,10,Monday,2022.0,,
T9828,U141,02-02-2022,Income,Salary,59269.0,CARD,pune,Doctor consultation,2,Wednesday,2022.0,,
T9972,U025,26-02-2023,Expense,Educaton,8254.0,CARD,PUN,Fixed deposit,2,Sunday,2023.0,,
T1142,U120,24-09-2024,Expense,Rentt,37994.0,Crd,Hyderabad,...,9,Tuesday,2024.0,,
T13868,U121,16-01-2022,Expense,Rentt,49122.0,CARD,jaipur,Petrol,1,Sunday,2022.0,,
T5480,U145,16-08-2024,Expense,health,1761.0,,Ahmedabad,!!!,8,Friday,2024.0,,
T8203,U053,23-01-2021,Expense,Travl,4603.0,Crd,BAN,!!!,1,Saturday,2021.0,,
T11349,U099,06-03-2024,Income,Salary,63843.0,Crd,Mumbai,,3,Wednesday,2024.0,,
T5246,U139,18-12-2024,Expense,RENT,6330.0,CRD,DEL,EMI payment,12,Wednesday,2024.0,,
T4033,U061,07-06-2022,Expense,HEALTH,4109.0,CARD,ahmedabad,Electricity bill,6,Tuesday,2022.0,,
T7660,U013,03-05-2022,Expense,Rnt,9199.0,BankTransfer,Lucknow,Doctor consultation,5,Tuesday,2022.0,,
T2864,U073,29-01-2021,Expense,EDU,2704.0,Crd,JAIPUR,!!!,1,Friday,2021.0,,
T9455,U145,02-11-2024,Expense,food,1792.0,Card,Delhi,Internet bill,11,Saturday,2024.0,,
T3622,U066,25-03-2021,Expense,utilities,279.0,CASH,ahmedabad,Monthly rent payment,3,Thursday,2021.0,,
T7807,U015,02-01-2024,Income,Investment,22772.0,Upi,Jaipur,,1,Tuesday,2024.0,,
T2048,U124,13-07-2022,Expense,Foods,4876.0,Crd,jaipur,Medicine,7,Wednesday,2022.0,,
T9844,U024,20-10-2024,Income,Others,43241.0,Upi,hyderabad,,10,Sunday,2024.0,,
T4640,U126,25-04-2024,Expense,Foods,1316.0,UPi,mumbai,Train ticket,4,Thursday,2024.0,,
T7703,U017,10-03-2023,Expense,Utilties,877.0,upi,HYD,Shopping,3,Friday,2023.0,,
T10559,U023,09-07-2022,Expense,uncategorized,820.0,,LUCKNOW,Fixed deposit,7,Saturday,2022.0,,
T12568,U150,18-02-2022,Expense,Travl,5563.0,Upi,HYD,Books,2,Friday,2022.0,,
T9818,U079,25-05-2024,Expense,uncategorized,6372.0,upi,Pune,misc,5,Saturday,2024.0,,
T10705,U140,22-12-2023,Income,Others,54330.0,Card,DELHI,ATM withdrawal,12,Friday,2023.0,,
T9970,U034,07-01-2023,Income,Salary,11603.0,,Kolkata,Petrol,1,Saturday,2023.0,,
T4908,U028,28-12-2024,Income,Freelance,20421.0,Csh,BANGALORE,asdfgh,12,Saturday,2024.0,,
T5952,U060,17-06-2023,Expense,RENT,2970.0,Bank_Transfer,,Grocery shopping,6,Saturday,2023.0,,
T9630,U028,14-01-2023,Expense,Rent,26643.0,CARD,lucknow,ATM withdrawal,1,Saturday,2023.0,,
T4322,U080,13-03-2022,Income,Investment,46178.0,UPi,Kolkata,!!!,3,Sunday,2022.0,,
T1514,U104,06-12-2021,Expense,RENT,6362.0,cash,HYD,Uber ride,12,Monday,2021.0,,
T5312,U074,01-08-2024,Expense,FOOD,2115.0,bank transfer,kolkata,Coffee,8,Thursday,2024.0,,
T13663,U029,06-12-2022,Expense,food,9075.0,UPI,BANGALORE,test,12,Tuesday,2022.0,,
T12390,U032,10-09-2021,Expense,Entertain,4446.0,Card,KOL,Medicine,9,Friday,2021.0,,
T4217,U150,17-10-2022,Expense,FOOD,4012.0,CARD,KOLKATA,Monthly rent payment,10,Monday,2022.0,,
T2375,U125,24-12-2022,Expense,Others,9581.0,Bank Transfr,delhi,Petrol,12,Saturday,2022.0,,
T11968,U087,21-10-2024,Income,Investment,28908.0,CRD,KOLKATA,...,10,Monday,2024.0,,
T5052,U082,03-04-2022,Expense,FOOD,4040.0,Bank Transfr,kolkata,Internet bill,4,Sunday,2022.0,,
T5165,U058,02-11-2022,Expense,rent,2619.0,CARD,JAIPUR,Restaurant dinner,11,Wednesday,2022.0,,
T0035,U133,25-06-2021,Expense,Foodd,4070.0,Bank Transfr,lucknow,misc,6,Friday,2021.0,,
T1622,U102,23-05-2024,Expense,entertainment,7656.0,UPI,lucknow,,5,Thursday,2024.0,,
T8980,U026,04-06-2021,Income,Investment,34515.0,Crd,Ahmedabad,Restaurant dinner,6,Friday,2021.0,,
T9024,U113,11-06-2023,Expense,Utility,907.0,Upi,CHE,,6,Sunday,2023.0,,
T0070,U040,04-09-2024,Income,Others,68838.0,Upi,Delhi,,9,Wednesday,2024.0,,
T1335,U102,03-08-2024,Income,Freelance,68176.0,csh,Chennai,asdfgh,8,Saturday,2024.0,,
T8674,U099,22-05-2021,Expense,Entertain,9602.0,Upi,DEL,Coffee,5,Saturday,2021.0,,
T1839,U131,15-02-2021,Expense,FOOD,8737.0,Crd,Pune,,2,Monday,2021.0,,
T7692,U059,13-06-2024,Expense,education,9314.0,bank transfer,,Movie tickets,6,Thursday,2024.0,,
T5753,U016,10-07-2024,Expense,Food,3644.0,upi,hyderabad,Lunch,7,Wednesday,2024.0,,
T6156,U007,07-09-2023,Expense,FOOD,1491.0,UPi,Mumbai,Lunch,9,Thursday,2023.0,,
T1605,U143,22-05-2021,Expense,travel,7640.0,UPi,KOL,Lunch,5,Saturday,2021.0,,
T5345,U023,02-08-2023,Expense,Entrtnmnt,3692.0,,MUMBAI,Doctor consultation,8,Wednesday,2023.0,,
T7973,U077,06-10-2023,Income,Others,10693.0,bank transfer,Ahmedabad,EMI payment,10,Friday,2023.0,,
T5097,U101,19-07-2022,Expense,entertainment,7319.0,Bank_Transfer,JAIPUR,Doctor consultation,7,Tuesday,2022.0,,
T12792,U090,18-06-2021,Expense,uncategorized,7710.0,Upi,Bangalore,Movie tickets,6,Friday,2021.0,,
T1262,U125,01-07-2023,Expense,rent,8623.0,card,,ATM withdrawal,7,Saturday,2023.0,,
T7269,U019,20-08-2024,Expense,Entertainment,1233.0,Bank Transfr,Chennai,Electricity bill,8,Tuesday,2024.0,,
T7564,U128,05-03-2021,Expense,Foods,2969.0,UPI,lucknow,Lunch,3,Friday,2021.0,,
T4721,U036,09-02-2021,Expense,Utility,749.0,csh,Kolkata,Grocery shopping,2,Tuesday,2021.0,,
T7410,U072,05-01-2021,Expense,Rentt,9560.0,CASH,lucknow,Shopping,1,Tuesday,2021.0,,
T7420,U012,28-07-2021,Expense,Foodd,3820.0,CASH,BANGALORE,Internet bill,7,Wednesday,2021.0,,
T10008,U098,12-04-2023,Expense,Utilties,179.0,CARD,lucknow,test,4,Wednesday,2023.0,,
T0482,U026,01-04-2022,Expense,rent,5122.0,Upi,LUCKNOW,Movie tickets,4,Friday,2022.0,,
T7112,U131,11-08-2022,Expense,entertainment,4988.0,Bank Transfr,PUNE,,8,Thursday,2022.0,,
T8956,U150,10-12-2023,Expense,Rnt,2166.0,csh,BAN,EMI payment,12,Sunday,2023.0,,
T8564,U011,19-04-2021,Expense,utilities,4890.0,CASH,KOL,,4,Monday,2021.0,,
T11543,U090,09-10-2021,Expense,Misc,9794.0,BankTransfer,Lucknow,Internet bill,10,Saturday,2021.0,,
T8424,U111,28-02-2024,Expense,Fod,8027.0,upi,Jaipur,Uber ride,2,Wednesday,2024.0,,
T10321,U110,29-11-2021,Expense,FOOD,8156.0,card,BAN,Gym membership,11,Monday,2021.0,,
T0621,U051,19-04-2023,Expense,Rent,41736.0,csh,delhi,Restaurant dinner,4,Wednesday,2023.0,,
T5814,U066,10-01-2021,Expense,Utlities,6392.0,Upi,Chennai,Medicine,1,Sunday,2021.0,,
T3573,U141,06-12-2022,Expense,EDU,754.0,Upi,hyderabad,Movie tickets,12,Tuesday,2022.0,,
T9706,U106,15-06-2024,Expense,Entertainment,8181.0,card,chennai,Lunch,6,Saturday,2024.0,,
T4177,U029,29-10-2024,Income,Investment,69768.0,CRD,CHE,Fixed deposit,10,Tuesday,2024.0,,
T12996,U030,24-01-2022,Expense,rent,2376.0,UPI,MUMBAI,ATM withdrawal,1,Monday,2022.0,,
T2263,U148,22-10-2024,Expense,Foods,3087.0,Card,Mumbai,Restaurant dinner,10,Tuesday,2024.0,,
T0256,U040,08-08-2021,Expense,Saving,7287.0,CRD,AHM,asdfgh,8,Sunday,2021.0,,
T5816,U008,27-06-2023,Expense,Rentt,23603.0,Crd,AHMEDABAD,ATM withdrawal,6,Tuesday,2023.0,,
T1991,U044,14-05-2024,Expense,entertainment,4715.0,CARD,HYDERABAD,Coffee,5,Tuesday,2024.0,,
T11018,U085,18-04-2021,Income,Freelance,44598.0,bank transfer,Mumbai,Doctor consultation,4,Sunday,2021.0,,
T3670,U013,06-05-2022,Expense,Entertain,999999999.0,CARD,JAIPUR,Train ticket,5,Friday,2022.0,,
T3435,U027,07-10-2021,Expense,entertainment,343.0,Cash,BANGALORE,,10,Thursday,2021.0,,
T10088,U104,12-05-2024,Expense,RENT,2683.0,CRD,bangalore,,5,Sunday,2024.0,,
T0038,U033,03-10-2023,Expense,FOOD,3120.0,Cash,Delhi,Electricity bill,10,Tuesday,2023.0,,
T12936,U039,01-04-2024,Expense,Utility,4081.0,CASH,jaipur,ATM withdrawal,4,Monday,2024.0,,
T2462,U105,02-02-2021,Income,Bonus,69323.0,cash,KOLKATA,asdfgh,2,Tuesday,2021.0,,
T12190,U029,30-03-2021,Expense,utilities,9423.0,CRD,Mumbai,Train ticket,3,Tuesday,2021.0,,
T8338,U081,30-09-2023,Expense,Rnt,6187.0,Upi,HYDERABAD,EMI payment,9,Saturday,2023.0,,
T8924,U066,17-08-2022,Expense,RENT,3218.0,Upi,MUMBAI,!!!,8,Wednesday,2022.0,,
T12416,U033,12-11-2024,Expense,Education,5161.0,UPi,kolkata,xyz123,11,Tuesday,2024.0,,
T9471,U146,03-11-2022,Expense,Rentt,35442.0,csh,KOLKATA,Petrol,11,Thursday,2022.0,,
T2754,U107,19-09-2023,Expense,Rentt,11161.0,bank transfer,DEL,!!!,9,Tuesday,2023.0,,
T11258,U030,18-10-2022,Expense,Utilities,7236.0,CRD,Jaipur,ATM withdrawal,10,Tuesday,2022.0,,
T9727,U070,12-03-2024,Expense,Foodd,2570.0,BankTransfer,CHE,Books,3,Tuesday,2024.0,,
T4947,U131,11-06-2022,Expense,education,6108.0,Bank Transfr,jaipur,ATM withdrawal,6,Saturday,2022.0,,
T12320,U084,02-07-2024,Expense,Traval,3023.0,Cash,HYDERABAD,Gym membership,7,Tuesday,2024.0,,
T0776,U128,16-03-2021,Expense,food,6856.0,,mumbai,Books,3,Tuesday,2021.0,,
T3043,U099,09-07-2022,Expense,Saving,9356.0,cash,BAN,xyz123,7,Saturday,2022.0,,
T7108,U023,27-01-2023,Expense,Entrtnmnt,8631.0,UPi,AHMEDABAD,EMI payment,1,Friday,2023.0,,
T2701,U079,17-03-2021,Expense,Entertainment,6530.0,UPi,HYD,Grocery shopping,3,Wednesday,2021.0,,
T10192,U025,18-09-2022,Expense,Utlities,7698.0,CASH,CHENNAI,asdfgh,9,Sunday,2022.0,,
T8582,U099,02-08-2022,Income,Freelance,34663.0,Card,CHE,Monthly rent payment,8,Tuesday,2022.0,,
T10512,U075,16-05-2022,Expense,Educaton,999999.0,Bank_Transfer,Pune,Shopping,5,Monday,2022.0,,
T12050,U072,06-11-2024,Expense,Educaton,6177.0,Bank Transfr,Pune,Restaurant dinner,11,Wednesday,2024.0,,
T0271,U006,07-01-2024,Expense,Fod,2415.0,Csh,KOLKATA,Medicine,1,Sunday,2024.0,,
T3543,U041,03-10-2021,Income,Salary,18526.0,csh,Pune,misc,10,Sunday,2021.0,,
T2123,U109,04-03-2021,Expense,Other,2227.0,Bank_Transfer,bangalore,ATM withdrawal,3,Thursday,2021.0,,
T3375,U036,30-03-2023,Expense,Saving,5453.0,bank transfer,KOL,Electricity bill,3,Thursday,2023.0,,
T0495,U092,14-02-2024,Expense,RENT,9134.0,Upi,Bangalore,Gym membership,2,Wednesday,2024.0,,
T7494,U038,10-07-2021,Expense,Traval,6065.0,BankTransfer,LUC,,7,Saturday,2021.0,,
T2770,U001,11-02-2024,Income,Salary,49068.0,Csh,mumbai,Lunch,2,Sunday,2024.0,,
T7572,U118,11-02-2023,Expense,Educaton,1917.0,upi,Hyderabad,Monthly rent payment,2,Saturday,2023.0,,
T10349,U148,02-01-2022,Expense,Entertain,5387.0,Bank_Transfer,,EMI payment,1,Sunday,2022.0,,
T2176,U072,10-11-2024,Expense,FOOD,8768.0,Upi,,misc,11,Sunday,2024.0,,
T0745,U145,17-11-2024,Expense,Utilities,7185.0,Cash,kolkata,ATM withdrawal,11,Sunday,2024.0,,
T1532,U096,17-10-2024,Expense,Utilities,999999.0,Card,,Coffee,10,Thursday,2024.0,,
T3743,U024,27-03-2021,Expense,Educaton,7829.0,UPi,AHM,Electricity bill,3,Saturday,2021.0,,
T8256,U062,06-01-2024,Expense,Foods,2417.0,BankTransfer,KOL,Doctor consultation,1,Saturday,2024.0,,
T7008,U128,29-04-2023,Expense,Rentt,42939.0,Csh,MUM,,4,Saturday,2023.0,,
T11191,U086,14-02-2021,Expense,FOOD,9427.0,Bank Transfr,BANGALORE,xyz123,2,Sunday,2021.0,,
T8337,U113,08-11-2023,Expense,RENT,678.0,UPI,MUMBAI,Grocery shopping,11,Wednesday,2023.0,,
T13560,U096,30-01-2022,Expense,FOOD,3518.0,Csh,hyderabad,Monthly rent payment,1,Sunday,2022.0,,
T7294,U093,10-05-2021,Income,Investment,26841.0,,,Monthly rent payment,5,Monday,2021.0,,
T12737,U048,16-11-2024,Expense,Rent,43922.0,Csh,MUM,,11,Saturday,2024.0,,
T12780,U033,08-08-2022,Expense,Traval,0.0,Bank Transfr,Jaipur,,8,Monday,2022.0,,
T13843,U140,14-06-2021,Expense,Health,8863.0,UPI,jaipur,Electricity bill,6,Monday,2021.0,,
T0975,U078,11-02-2023,Expense,utilities,2024.0,Bank Transfr,hyderabad,,2,Saturday,2023.0,,
T4141,U074,18-02-2023,Expense,Foods,3409.0,UPi,JAI,Gym membership,2,Saturday,2023.0,,
T3665,U099,21-01-2024,Expense,RENT,6474.0,card,Delhi,Medicine,1,Sunday,2024.0,,
T7869,U126,17-10-2022,Expense,Education,976.0,UPi,JAI,Internet bill,10,Monday,2022.0,,
T0049,U033,23-04-2024,Expense,Rent,-500.0,Card,Kolkata,,4,Tuesday,2024.0,,
T4255,U135,13-12-2021,Expense,Education,6137.0,upi,CHE,Lunch,12,Monday,2021.0,,
