ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2025-02-24,127310.57527325365,-83391.72784895665,306358.05560001184,127310.0104327811,127311.2326456111,-8093.794917906057,-8093.794917906057,-8093.794917906057,-8093.794917906057,-8093.794917906057,-8093.794917906057,0.0,0.0,0.0,119216.7803553476
2025-02-25,127305.46402600243,-66147.16792994192,316428.1508978412,127304.88583186037,127306.13983948,2085.607272799251,2085.607272799251,2085.607272799251,2085.607272799251,2085.607272799251,2085.607272799251,0.0,0.0,0.0,129391.07129880169
2025-02-26,127300.3527787512,-63842.85333612213,352541.9812344454,127299.7441364841,127301.05779634436,11352.321484886033,11352.321484886033,11352.321484886033,11352.321484886033,11352.321484886033,11352.321484886033,0.0,0.0,0.0,138652.67426363722
2025-02-27,127295.2415315,-60852.407498117485,328281.94002345676,127294.60444283953,127295.97092278472,19478.32033691581,19478.32033691581,19478.32033691581,19478.32033691581,19478.32033691581,19478.32033691581,0.0,0.0,0.0,146773.5618684158
2025-02-28,127290.13028424878,-32634.94232685768,337650.4016237521,127289.47412730397,127290.88543437999,26275.269146677423,26275.269146677423,26275.269146677423,26275.269146677423,26275.269146677423,26275.269146677423,0.0,0.0,0.0,153565.3994309262
2025-03-01,127285.01903699755,-38101.660274088455,354308.59874190396,127284.33909261358,127285.78920026614,31599.400444977848,31599.400444977848,31599.400444977848,31599.400444977848,31599.400444977848,31599.400444977848,0.0,0.0,0.0,158884.4194819754
2025-03-02,127279.90778974634,-24174.36464331162,361298.34917813714,127279.20952468997,127280.69508772722,35355.063817029506,35355.063817029506,35355.063817029506,35355.063817029506,35355.063817029506,35355.063817029506,0.0,0.0,0.0,162634.97160677586
2025-03-03,127274.79654249513,-23062.85107874451,359545.28136716445,127274.08254806855,127275.6172691816,37496.85630647034,37496.85630647034,37496.85630647034,37496.85630647034,37496.85630647034,37496.85630647034,0.0,0.0,0.0,164771.65284896546
2025-03-04,127269.68529524392,-18351.758389171267,351521.9102917755,127268.94417662648,127270.52787189082,38030.27967338021,38030.27967338021,38030.27967338021,38030.27967338021,38030.27967338021,38030.27967338021,0.0,0.0,0.0,165299.96496862412
2025-03-05,127264.57404799269,-18459.42893309347,346285.265666745,127263.81097233598,127265.45243659527,37010.913296486,37010.913296486,37010.913296486,37010.913296486,37010.913296486,37010.913296486,0.0,0.0,0.0,164275.4873444787
2025-03-06,127259.46280074147,-17144.24470840915,337874.62065720087,127258.66667750342,127260.36123536936,34542.13422271661,34542.13422271661,34542.13422271661,34542.13422271661,34542.13422271661,34542.13422271661,0.0,0.0,0.0,161801.59702345807
2025-03-07,127254.35155349027,-38495.11969520332,346462.40338442684,127253.53535889041,127255.27767916651,30771.457566378853,30771.457566378853,30771.457566378853,30771.457566378853,30771.457566378853,30771.457566378853,0.0,0.0,0.0,158025.8091198691
2025-03-08,127249.24030623904,-36765.0857628968,342607.08018164587,127248.40372603656,127250.20023536838,25885.609942593335,25885.609942593335,25885.609942593335,25885.609942593335,25885.609942593335,25885.609942593335,0.0,0.0,0.0,153134.85024883237
2025-03-09,127244.12905898782,-45449.28507763788,331903.75223651034,127243.27322564415,127245.12486415853,20104.48475728132,20104.48475728132,20104.48475728132,20104.48475728132,20104.48475728132,20104.48475728132,0.0,0.0,0.0,147348.61381626915
2025-03-10,127239.01781173662,-43733.13103910047,325347.77482275886,127238.14188074786,127240.01600027696,13674.15992842111,13674.15992842111,13674.15992842111,13674.15992842111,13674.15992842111,13674.15992842111,0.0,0.0,0.0,140913.17774015773
2025-03-11,127233.9065644854,-60138.54570201625,321512.0202197546,127233.00411209418,127234.92748293332,6859.1850792882,6859.1850792882,6859.1850792882,6859.1850792882,6859.1850792882,6859.1850792882,0.0,0.0,0.0,134093.0916437736
2025-03-12,127228.79531723417,-65454.01634949002,321201.85254208336,127227.86646595724,127229.83896558965,-65.63433229616236,-65.63433229616236,-65.63433229616236,-65.63433229616236,-65.63433229616236,-65.63433229616236,0.0,0.0,0.0,127163.160984938
2025-03-13,127223.68406998296,-60091.69847288549,314138.20333586383,127222.71125903475,127224.75044824596,-6823.714677037034,-6823.714677037034,-6823.714677037034,-6823.714677037034,-6823.714677037034,-6823.714677037034,0.0,0.0,0.0,120399.96939294593
2025-03-14,127218.57282273174,-90328.25637843533,299341.3108311225,127217.56652182608,127219.65468155016,-13145.185531735422,-13145.185531735422,-13145.185531735422,-13145.185531735422,-13145.185531735422,-13145.185531735422,0.0,0.0,0.0,114073.38729099632
2025-03-15,127213.46157548051,-67121.50763536296,294303.22144974314,127212.41200389694,127214.5690929843,-18775.147069442144,-18775.147069442144,-18775.147069442144,-18775.147069442144,-18775.147069442144,-18775.147069442144,0.0,0.0,0.0,108438.31450603837
2025-03-16,127208.35032822931,-72565.44241148113,290634.72463986836,127207.25280030096,127209.48439966871,-23481.453290913953,-23481.453290913953,-23481.453290913953,-23481.453290913953,-23481.453290913953,-23481.453290913953,0.0,0.0,0.0,103726.89703731536
2025-03-17,127203.23908097809,-98996.13657142631,298476.6168456206,127202.0872096115,127204.39484443498,-27061.795378599956,-27061.795378599956,-27061.795378599956,-27061.795378599956,-27061.795378599956,-27061.795378599956,0.0,0.0,0.0,100141.44370237814
2025-03-18,127198.12783372686,-95408.35153605408,285081.89726400434,127196.93870852116,127199.31060667346,-29349.88039371687,-29349.88039371687,-29349.88039371687,-29349.88039371687,-29349.88039371687,-29349.88039371687,0.0,0.0,0.0,97848.24744000999
2025-03-19,127193.01658647566,-103544.22483357645,278707.0154704117,127191.80216927994,127194.230031303,-30220.52734618664,-30220.52734618664,-30220.52734618664,-30220.52734618664,-30220.52734618664,-30220.52734618664,0.0,0.0,0.0,96972.48924028901
2025-03-20,127187.90533922444,-82918.43952203392,291931.8172161278,127186.64727949924,127189.1448324928,-29593.53455467615,-29593.53455467615,-29593.53455467615,-29593.53455467615,-29593.53455467615,-29593.53455467615,0.0,0.0,0.0,97594.37078454829
2025-03-21,127182.79409197322,-97670.10475472336,293689.17913169606,127181.50205932316,127184.05967036479,-27436.208248061484,-27436.208248061484,-27436.208248061484,-27436.208248061484,-27436.208248061484,-27436.208248061484,0.0,0.0,0.0,99746.58584391174
2025-03-22,127177.682844722,-93720.339245364,296408.2559294576,127176.37727851432,127178.97576592688,-23764.481488373538,-23764.481488373538,-23764.481488373538,-23764.481488373538,-23764.481488373538,-23764.481488373538,0.0,0.0,0.0,103413.20135634847
2025-03-23,127172.57159747079,-84741.76828616949,284846.2086748476,127171.2280211829,127173.89685347595,-18642.59357972418,-18642.59357972418,-18642.59357972418,-18642.59357972418,-18642.59357972418,-18642.59357972418,0.0,0.0,0.0,108529.9780177466
2025-03-24,127167.46035021957,-82493.05130476462,311408.3092343757,127166.07826769463,127168.7985357427,-12181.341974796294,-12181.341974796294,-12181.341974796294,-12181.341974796294,-12181.341974796294,-12181.341974796294,0.0,0.0,0.0,114986.11837542328
2025-03-25,127162.34910296835,-68220.18623188713,325853.4584698582,127160.9277819872,127163.71215899411,-4534.960088664843,-4534.960088664843,-4534.960088664843,-4534.960088664843,-4534.960088664843,-4534.960088664843,0.0,0.0,0.0,122627.38901430351
2025-03-26,127157.23785571713,-74214.74281768475,316212.59114312305,127155.7812145805,127158.63641378478,4103.285817937113,4103.285817937113,4103.285817937113,4103.285817937113,4103.285817937113,4103.285817937113,0.0,0.0,0.0,131260.52367365424
2025-03-27,127152.12660846591,-52018.73162017384,325070.86773953174,127150.63245358324,127153.55081042484,13506.650564479674,13506.650564479674,13506.650564479674,13506.650564479674,13506.650564479674,13506.650564479674,0.0,0.0,0.0,140658.77717294559
2025-03-28,127147.01536121471,-43284.54864440372,340478.54128820356,127145.48103877032,127148.46970978966,23421.451557925375,23421.451557925375,23421.451557925375,23421.451557925375,23421.451557925375,23421.451557925375,0.0,0.0,0.0,150568.46691914008
2025-03-29,127141.90411396348,-29376.500190853436,369583.58777334006,127140.32035048655,127143.38979303226,33574.40635138325,33574.40635138325,33574.40635138325,33574.40635138325,33574.40635138325,33574.40635138325,0.0,0.0,0.0,160716.31046534673
2025-03-30,127136.79286671226,-24123.946872850524,365416.7141716457,127135.17262789805,127138.32228832705,43680.55203294258,43680.55203294258,43680.55203294258,43680.55203294258,43680.55203294258,43680.55203294258,0.0,0.0,0.0,170817.34489965485
2025-03-31,127131.68161946106,-350.2503886046219,381768.39675814495,127130.02636816073,127133.25017801728,53451.51578409165,53451.51578409165,53451.51578409165,53451.51578409165,53451.51578409165,53451.51578409165,0.0,0.0,0.0,180583.1974035527
2025-04-01,127126.57037220983,-9660.05522654207,374578.3310808759,127124.84699676732,127128.17019119656,62603.89622235831,62603.89622235831,62603.89622235831,62603.89622235831,62603.89622235831,62603.89622235831,0.0,0.0,0.0,189730.46659456813
2025-04-02,127121.45912495861,-4626.257793611074,377352.73752031935,127119.70487169847,127123.07904755675,70867.512395743,70867.512395743,70867.512395743,70867.512395743,70867.512395743,70867.512395743,0.0,0.0,0.0,197988.9715207016
2025-04-03,127116.3478777074,8135.917073814055,389771.4654043431,127114.56397214797,127117.99335833889,77993.28158863798,77993.28158863798,77993.28158863798,77993.28158863798,77993.28158863798,77993.28158863798,0.0,0.0,0.0,205109.6294663454
2025-04-04,127111.23663045617,16111.942805562694,405290.0923526134,127109.42667664857,127112.9383834434,83760.49829182863,83760.49829182863,83760.49829182863,83760.49829182863,83760.49829182863,83760.49829182863,0.0,0.0,0.0,210871.73492228478
2025-04-05,127106.12538320496,35196.85288450898,408900.20827510644,127104.27264392619,127107.85819458764,87983.30443286242,87983.30443286242,87983.30443286242,87983.30443286242,87983.30443286242,87983.30443286242,0.0,0.0,0.0,215089.4298160674
2025-04-06,127101.01413595375,43017.84283450552,407801.9503890976,127099.11080468519,127102.7785168764,90516.16473952864,90516.16473952864,90516.16473952864,90516.16473952864,90516.16473952864,90516.16473952864,0.0,0.0,0.0,217617.1788754824
2025-04-07,127095.90288870253,29523.9337644885,409641.5499355077,127093.947027208,127097.71069746943,91258.19020059521,91258.19020059521,91258.19020059521,91258.19020059521,91258.19020059521,91258.19020059521,0.0,0.0,0.0,218354.09308929776
2025-04-08,127090.7916414513,31967.492482368383,411669.0727537881,127088.78622400152,127092.62530523511,90156.18615128215,90156.18615128215,90156.18615128215,90156.18615128215,90156.18615128215,90156.18615128215,0.0,0.0,0.0,217246.97779273347
2025-04-09,127085.6803942001,12708.631527763655,391140.4621097072,127083.61766629398,127087.53541309506,87206.33855324963,87206.33855324963,87206.33855324963,87206.33855324963,87206.33855324963,87206.33855324963,0.0,0.0,0.0,214292.01894744975
2025-04-10,127080.56914694888,28724.329290901325,396206.28680566,127078.473808491,127082.4554399388,82454.49148480683,82454.49148480683,82454.49148480683,82454.49148480683,82454.49148480683,82454.49148480683,0.0,0.0,0.0,209535.0606317557
2025-04-11,127075.45789969765,8528.538128678309,399714.80722362205,127073.32933626491,127077.37136987945,75995.00955723488,75995.00955723488,75995.00955723488,75995.00955723488,75995.00955723488,75995.00955723488,0.0,0.0,0.0,203070.46745693253
2025-04-12,127070.34665244645,2484.458234454813,385992.5273995828,127068.17629998305,127072.28704981605,67968.25974606763,67968.25974606763,67968.25974606763,67968.25974606763,67968.25974606763,67968.25974606763,0.0,0.0,0.0,195038.60639851406
2025-04-13,127065.23540519523,497.57640083478617,379621.6688305184,127063.031943551,127067.20148030212,58556.78679306802,58556.78679306802,58556.78679306802,58556.78679306802,58556.78679306802,58556.78679306802,0.0,0.0,0.0,185622.02219826326
2025-04-14,127060.12415794401,-4746.465432140405,361690.5892100587,127057.88251857008,127062.12955494729,47980.29375195265,47980.29375195265,47980.29375195265,47980.29375195265,47980.29375195265,47980.29375195265,0.0,0.0,0.0,175040.41790989667
2025-04-15,127055.01291069279,-38866.68440010772,342944.8075334699,127052.70019010123,127057.03967775426,36489.5733432795,36489.5733432795,36489.5733432795,36489.5733432795,36489.5733432795,36489.5733432795,0.0,0.0,0.0,163544.5862539723
2025-04-16,127049.90166344157,-30266.657003736746,329894.3688980932,127047.55311244108,127051.94980056127,24359.565573902182,24359.565573902182,24359.565573902182,24359.565573902182,24359.565573902182,24359.565573902182,0.0,0.0,0.0,151409.46723734375
2025-04-17,127044.79041619036,-55954.2847010292,333361.0192738111,127042.41975051734,127046.86459172197,11881.74171941723,11881.74171941723,11881.74171941723,11881.74171941723,11881.74171941723,11881.74171941723,0.0,0.0,0.0,138926.5321356076
2025-04-18,127039.67916893914,-56451.03898291537,304982.4354906044,127037.28145934049,127041.78370505516,-643.9664346800033,-643.9664346800033,-643.9664346800033,-643.9664346800033,-643.9664346800033,-643.9664346800033,0.0,0.0,0.0,126395.71273425914
2025-04-19,127034.56792168792,-78738.03139675688,303307.48852547293,127032.13028481865,127036.73602977044,-12917.46077125536,-12917.46077125536,-12917.46077125536,-12917.46077125536,-12917.46077125536,-12917.46077125536,0.0,0.0,0.0,114117.10715043257
2025-04-20,127029.4566744367,-83271.72173144472,293847.5606208553,127026.97919018677,127031.62504758536,-24646.757395570017,-24646.757395570017,-24646.757395570017,-24646.757395570017,-24646.757395570017,-24646.757395570017,0.0,0.0,0.0,102382.69927886668
2025-04-21,127024.3454271855,-101010.12021469278,300153.3195369509,127021.83876498637,127026.52264520712,-35556.01765215967,-35556.01765215967,-35556.01765215967,-35556.01765215967,-35556.01765215967,-35556.01765215967,0.0,0.0,0.0,91468.32777502583
2025-04-22,127019.23417993427,-103337.63712058231,264075.275425335,127016.70094304609,127021.43666600338,-45393.10161674618,-45393.10161674618,-45393.10161674618,-45393.10161674618,-45393.10161674618,-45393.10161674618,0.0,0.0,0.0,81626.13256318809
2025-04-23,127014.12293268305,-120454.34648797133,269249.96345700166,127011.54036118937,127016.35068679965,-53936.430539286026,-53936.430539286026,-53936.430539286026,-53936.430539286026,-53936.430539286026,-53936.430539286026,0.0,0.0,0.0,73077.69239339702
2025-04-24,127009.01168543185,-119031.15633380195,266938.62146573426,127006.3682694034,127011.26470759594,-61000.965278833486,-61000.965278833486,-61000.965278833486,-61000.965278833486,-61000.965278833486,-61000.965278833486,0.0,0.0,0.0,66008.04640659835
2025-04-25,127003.90043818062,-138514.2587475056,255968.053946453,127001.22723622172,127006.1839913256,-66443.13381613235,-66443.13381613235,-66443.13381613235,-66443.13381613235,-66443.13381613235,-66443.13381613235,0.0,0.0,0.0,60560.766622048264
2025-04-26,126998.7891909294,-138992.92832269386,246475.5748040365,126996.10396545008,127001.10184406304,-70164.57168486698,-70164.57168486698,-70164.57168486698,-70164.57168486698,-70164.57168486698,-70164.57168486698,0.0,0.0,0.0,56834.217506062414
2025-04-27,126993.6779436782,-131827.81504712728,253185.55165184353,126990.95891827217,126996.0175585633,-72114.57371664705,-72114.57371664705,-72114.57371664705,-72114.57371664705,-72114.57371664705,-72114.57371664705,0.0,0.0,0.0,54879.104227031145
2025-04-28,126988.56669642696,-127151.32117309532,251517.45969185387,126985.81387109424,126990.94132856347,-72291.1928370787,-72291.1928370787,-72291.1928370787,-72291.1928370787,-72291.1928370787,-72291.1928370787,0.0,0.0,0.0,54697.373859348256
2025-04-29,126983.45544917574,-137574.03505556003,253023.8993022634,126980.67114948484,126985.86306391608,-70740.96068707698,-70740.96068707698,-70740.96068707698,-70740.96068707698,-70740.96068707698,-70740.96068707698,0.0,0.0,0.0,56242.494762098766
2025-04-30,126978.34420192454,-117885.3292910883,248336.38145507302,126975.53101025223,126980.7847992687,-67557.24444124344,-67557.24444124344,-67557.24444124344,-67557.24444124344,-67557.24444124344,-67557.24444124344,0.0,0.0,0.0,59421.0997606811
2025-05-01,126973.23295467332,-138330.37804537886,250736.13095883018,126970.39179626286,126975.69850783092,-62877.29320438381,-62877.29320438381,-62877.29320438381,-62877.29320438381,-62877.29320438381,-62877.29320438381,0.0,0.0,0.0,64095.939750289515
2025-05-02,126968.12170742209,-129275.8135665079,275532.1888182519,126965.256781908,126970.62202962683,-56878.06466286314,-56878.06466286314,-56878.06466286314,-56878.06466286314,-56878.06466286314,-56878.06466286314,0.0,0.0,0.0,70090.05704455895
2025-05-03,126963.01046017089,-112775.57834389918,270835.09480992303,126960.1249204847,126965.56444705561,-49770.95717826861,-49770.95717826861,-49770.95717826861,-49770.95717826861,-49770.95717826861,-49770.95717826861,0.0,0.0,0.0,77192.05328190228
2025-05-04,126957.89921291967,-96114.41343467879,277516.6068531823,126954.99623222492,126960.52638376302,-41795.603250894215,-41795.603250894215,-41795.603250894215,-41795.603250894215,-41795.603250894215,-41795.603250894215,0.0,0.0,0.0,85162.29596202546
2025-05-05,126952.78796566844,-95027.11031695482,284868.0702241867,126949.86595738336,126955.44440403565,-33212.90637635546,-33212.90637635546,-33212.90637635546,-33212.90637635546,-33212.90637635546,-33212.90637635546,0.0,0.0,0.0,93739.88158931298
2025-05-06,126947.67671841723,-96952.21150980092,306192.6264941867,126944.73568254181,126950.37574816254,-24297.524038723528,-24297.524038723528,-24297.524038723528,-24297.524038723528,-24297.524038723528,-24297.524038723528,0.0,0.0,0.0,102650.15267969371
2025-05-07,126942.56547116602,-81450.25299138171,302554.7265124419,126939.56908877972,126945.27929710159,-15330.01435194432,-15330.01435194432,-15330.01435194432,-15330.01435194432,-15330.01435194432,-15330.01435194432,0.0,0.0,0.0,111612.5511192217
2025-05-08,126937.45422391481,-68669.94885525103,307973.7021927763,126934.38772175986,126940.18284604063,-6588.872279795527,-6588.872279795527,-6588.872279795527,-6588.872279795527,-6588.872279795527,-6588.872279795527,0.0,0.0,0.0,120348.58194411929
2025-05-09,126932.34297666358,-65067.024715495725,316309.84614541935,126929.22923130494,126935.10409488813,1657.3167774942622,1657.3167774942622,1657.3167774942622,1657.3167774942622,1657.3167774942622,1657.3167774942622,0.0,0.0,0.0,128589.65975415784
2025-05-10,126927.23172941236,-58735.65918855897,326451.41326209094,126924.05811642508,126930.06171857245,9157.38296765502,9157.38296765502,9157.38296765502,9157.38296765502,9157.38296765502,9157.38296765502,0.0,0.0,0.0,136084.6146970674
2025-05-11,126922.12048216116,-38624.600232221375,347686.04280517105,126918.89492506774,126925.01315253356,15684.525616002891,15684.525616002891,15684.525616002891,15684.525616002891,15684.525616002891,15684.525616002891,0.0,0.0,0.0,142606.64609816406
2025-05-12,126917.00923490993,-42432.65515246453,338523.75215192843,126913.73452692562,126919.96150657746,21042.519764738736,21042.519764738736,21042.519764738736,21042.519764738736,21042.519764738736,21042.519764738736,0.0,0.0,0.0,147959.52899964867
2025-05-13,126911.89798765871,-33415.19649975928,345315.6211866731,126908.5827360967,126914.90908994766,25071.00360183462,25071.00360183462,25071.00360183462,25071.00360183462,25071.00360183462,25071.00360183462,0.0,0.0,0.0,151982.90158949333
2025-05-14,126906.7867404075,-37642.50775278307,353167.6004491558,126903.4285846161,126909.86254951476,27649.70230740077,27649.70230740077,27649.70230740077,27649.70230740077,27649.70230740077,27649.70230740077,0.0,0.0,0.0,154556.48904780825
2025-05-15,126901.67549315629,-40169.69300744505,337799.18878009095,126898.27443313549,126904.80927422356,28701.47540243016,28701.47540243016,28701.47540243016,28701.47540243016,28701.47540243016,28701.47540243016,0.0,0.0,0.0,155603.15089558644
2025-05-16,126896.56424590506,-40600.69924627867,351177.86676522234,126893.12028165488,126899.72701319963,28194.109309464475,28194.109309464475,28194.109309464475,28194.109309464475,28194.109309464475,28194.109309464475,0.0,0.0,0.0,155090.67355536955
2025-05-17,126891.45299865384,-46890.044452859336,344782.5053081478,126887.97264938847,126894.63176394175,26140.81350652634,26140.81350652634,26140.81350652634,26140.81350652634,26140.81350652634,26140.81350652634,0.0,0.0,0.0,153032.2665051802
2025-05-18,126886.34175140264,-37710.912124411436,352110.1228613647,126882.82561114238,126889.53421469167,22599.416293394686,22599.416293394686,22599.416293394686,22599.416293394686,22599.416293394686,22599.416293394686,0.0,0.0,0.0,149485.75804479732
2025-05-19,126881.2305041514,-47104.22040270207,337480.9717906949,126877.67894923533,126884.43065851681,17670.29369645973,17670.29369645973,17670.29369645973,17670.29369645973,17670.29369645973,17670.29369645973,0.0,0.0,0.0,144551.52420061114
2025-05-20,126876.11925690019,-58570.04594262418,325373.73858713673,126872.53228732827,126879.33941193442,11493.101322153125,11493.101322153125,11493.101322153125,11493.101322153125,11493.101322153125,11493.101322153125,0.0,0.0,0.0,138369.2205790533
2025-05-21,126871.00800964898,-63464.18044237454,328024.45015303,126867.37196542023,126874.24143532902,4242.412983391181,4242.412983391181,4242.412983391181,4242.412983391181,4242.412983391181,4242.412983391181,0.0,0.0,0.0,131113.42099304017
2025-05-22,126865.89676239775,-61002.97880589724,322755.8631358302,126862.22340591847,126869.14494230323,-3877.599310266424,-3877.599310266424,-3877.599310266424,-3877.599310266424,-3877.599310266424,-3877.599310266424,0.0,0.0,0.0,122988.29745213133
2025-05-23,126860.78551514653,-72581.22372318216,316885.74960385787,126857.07665502615,126864.05104082896,-12639.282762666377,-12639.282762666377,-12639.282762666377,-12639.282762666377,-12639.282762666377,-12639.282762666377,0.0,0.0,0.0,114221.50275248016
2025-05-24,126855.67426789533,-84747.61319619583,303304.5316615463,126851.93486361402,126858.9920589109,-21798.235593967063,-21798.235593967063,-21798.235593967063,-21798.235593967063,-21798.235593967063,-21798.235593967063,0.0,0.0,0.0,105057.43867392826
2025-05-25,126850.56302064411,-107898.23782232813,275162.9683849825,126846.79483420556,126853.93997466878,-31100.45393201756,-31100.45393201756,-31100.45393201756,-31100.45393201756,-31100.45393201756,-31100.45393201756,0.0,0.0,0.0,95750.10908862654
2025-05-26,126845.45177339288,-108415.63743970559,286107.33788547287,126841.6548126883,126848.87352674888,-40289.68410677848,-40289.68410677848,-40289.68410677848,-40289.68410677848,-40289.68410677848,-40289.68410677848,0.0,0.0,0.0,86555.76766661441
2025-05-27,126840.34052614168,-111457.20534968383,252673.07970243777,126836.51450570408,126843.84151575569,-49114.7664602151,-49114.7664602151,-49114.7664602151,-49114.7664602151,-49114.7664602151,-49114.7664602151,0.0,0.0,0.0,77725.57406592657
2025-05-28,126835.22927889046,-120118.08719482653,253172.0449729255,126831.39207054526,126838.75939533419,-57336.7588405875,-57336.7588405875,-57336.7588405875,-57336.7588405875,-57336.7588405875,-57336.7588405875,0.0,0.0,0.0,69498.47043830296
2025-05-29,126830.11803163923,-134113.34975293168,253585.82406184872,126826.23293881492,126833.67225270074,-64735.636163900745,-64735.636163900745,-64735.636163900745,-64735.636163900745,-64735.636163900745,-64735.636163900745,0.0,0.0,0.0,62094.48186773848
2025-05-30,126825.00678438802,-122360.27825702255,245370.62691691233,126821.09067578403,126828.58511006732,-71116.37651214685,-71116.37651214685,-71116.37651214685,-71116.37651214685,-71116.37651214685,-71116.37651214685,0.0,0.0,0.0,55708.63027224118
2025-05-31,126819.8955371368,-133686.96515504245,246071.71453757057,126815.92106853313,126823.55125009037,-76314.2637450969,-76314.2637450969,-76314.2637450969,-76314.2637450969,-76314.2637450969,-76314.2637450969,0.0,0.0,0.0,50505.6317920399
2025-06-01,126814.7842898856,-150719.69157541284,235458.02349390852,126810.77428298998,126818.56116623491,-80199.26091802918,-80199.26091802918,-80199.26091802918,-80199.26091802918,-80199.26091802918,-80199.26091802918,0.0,0.0,0.0,46615.52337185643
2025-06-02,126809.67304263437,-144877.80559451028,231823.29990731075,126805.62681953557,126813.4886348594,-82679.3371776731,-82679.3371776731,-82679.3371776731,-82679.3371776731,-82679.3371776731,-82679.3371776731,0.0,0.0,0.0,44130.33586496128
2025-06-03,126804.56179538315,-151336.77104693672,243013.59526664962,126800.48125604323,126808.43736675098,-83702.66238623488,-83702.66238623488,-83702.66238623488,-83702.66238623488,-83702.66238623488,-83702.66238623488,0.0,0.0,0.0,43101.899409148275
2025-06-04,126799.45054813195,-150246.73360075871,235391.7893360288,126795.33995477454,126803.37601887943,-83258.61755205621,-83258.61755205621,-83258.61755205621,-83258.61755205621,-83258.61755205621,-83258.61755205621,0.0,0.0,0.0,43540.83299607574
2025-06-05,126794.33930088072,-149404.59821365774,224926.42524038878,126790.19781189531,126798.3388044691,-81377.6042113962,-81377.6042113962,-81377.6042113962,-81377.6042113962,-81377.6042113962,-81377.6042113962,0.0,0.0,0.0,45416.735089484515
2025-06-06,126789.2280536295,-144374.9206727057,238009.2529602942,126785.04165924065,126793.30093058542,-78129.67117039104,-78129.67117039104,-78129.67117039104,-78129.67117039104,-78129.67117039104,-78129.67117039104,0.0,0.0,0.0,48659.55688323846
2025-06-07,126784.1168063783,-133915.87551561903,251363.44925082152,126779.87781007755,126788.26236431439,-73622.01143723873,-73622.01143723873,-73622.01143723873,-73622.01143723873,-73622.01143723873,-73622.01143723873,0.0,0.0,0.0,53162.105369139565
2025-06-08,126779.00555912706,-128790.49246456938,254485.62482095746,126774.7366053496,126783.22379804334,-67995.41474847007,-67995.41474847007,-67995.41474847007,-67995.41474847007,-67995.41474847007,-67995.41474847007,0.0,0.0,0.0,58783.590810657
2025-06-09,126773.89431187585,-122254.39976262169,261824.1239518315,126769.58242802715,126778.18402668682,-61419.79086738392,-61419.79086738392,-61419.79086738392,-61419.79086738392,-61419.79086738392,-61419.79086738392,0.0,0.0,0.0,65354.10344449193
2025-06-10,126768.78306462464,-98916.9209366155,263157.45996923617,126764.42894777763,126773.10676235596,-54088.90495707543,-54088.90495707543,-54088.90495707543,-54088.90495707543,-54088.90495707543,-54088.90495707543,0.0,0.0,0.0,72679.87810754922
2025-06-11,126763.67181737343,-116275.33605151242,260969.8059494177,126759.27160876319,126768.02645447898,-46214.4880534741,-46214.4880534741,-46214.4880534741,-46214.4880534741,-46214.4880534741,-46214.4880534741,0.0,0.0,0.0,80549.18376389932
2025-06-12,126758.5605701222,-119246.1693880397,270270.6885471094,126754.14035232455,126762.94614660203,-38019.90238635279,-38019.90238635279,-38019.90238635279,-38019.90238635279,-38019.90238635279,-38019.90238635279,0.0,0.0,0.0,88738.65818376941
2025-06-13,126753.44932287098,-90619.55927499483,291307.21559037565,126748.98255060789,126757.87375990997,-29733.552553087986,-29733.552553087986,-29733.552553087986,-29733.552553087986,-29733.552553087986,-29733.552553087986,0.0,0.0,0.0,97019.896769783
2025-06-14,126748.33807561977,-89820.02751382475,301541.2335587599,126743.84151564067,126752.81046294747,-21582.239059282678,-21582.239059282678,-21582.239059282678,-21582.239059282678,-21582.239059282678,-21582.239059282678,0.0,0.0,0.0,105166.0990163371
2025-06-15,126743.22682836854,-67981.81812148962,304732.7895926194,126738.69201624059,126747.734689152,-13784.650378612836,-13784.650378612836,-13784.650378612836,-13784.650378612836,-13784.650378612836,-13784.650378612836,0.0,0.0,0.0,112958.57644975571
2025-06-16,126738.11558111732,-67619.52703198876,310241.5695093356,126733.51876441402,126742.65675576976,-6545.183509994842,-6545.183509994842,-6545.183509994842,-6545.183509994842,-6545.183509994842,-6545.183509994842,0.0,0.0,0.0,120192.93207112249
2025-06-17,126733.00433386612,-58170.42389659054,329826.50942490494,126728.3679080023,126737.57882238753,-48.2712579847603,-48.2712579847603,-48.2712579847603,-48.2712579847603,-48.2712579847603,-48.2712579847603,0.0,0.0,0.0,126684.73307588136
2025-06-18,126727.8930866149,-69555.29014292492,318827.2631148715,126723.22135453254,126732.50222845841,5546.622482058086,5546.622482058086,5546.622482058086,5546.622482058086,5546.622482058086,5546.622482058086,0.0,0.0,0.0,132274.515568673
2025-06-19,126722.78183936367,-66792.18750721341,320356.60115203424,126718.0224350463,126727.4514666193,10109.199733406076,10109.199733406076,10109.199733406076,10109.199733406076,10109.199733406076,10109.199733406076,0.0,0.0,0.0,136831.98157276976
